0	fn	schemaNodeLimit	01	src/core/mcp/elicitation.zig:790	fn schemaNodeLimit	always-was	fn schemaNodeLimit(limits: Limits) usize {
0	fn	parseModernMcpCapabilities	01	src/core/mcp/elicitation.zig:106	fn parseModernMcpCapabilities	always-was	fn parseModernMcpCapabilities(client_capabilities: std.json.Value) Cap
0	fn	validateSchemaText	01	src/core/mcp/json_schema.zig:147	fn validateSchemaText	always-was	fn validateSchemaText(
0	fn	moveHome	02	src/core/input/editor_state.zig:160	moveHome method	always-was	pub fn moveHome(self: *State) bool {
0	fn	moveEnd	02	src/core/input/editor_state.zig:164	moveEnd method	always-was	pub fn moveEnd(self: *State) bool {
0	fn	moveLineStart	02	src/core/input/editor_state.zig:168	moveLineStart method	always-was	pub fn moveLineStart(self: *State) bool {
0	fn	moveLineEnd	02	src/core/input/editor_state.zig:172	moveLineEnd method	always-was	pub fn moveLineEnd(self: *State) bool {
0	fn	ctrlCExitArmedAt	02	src/core/input/gesture_state.zig:14	ctrlCExitArmedAt accessor	always-was	pub fn ctrlCExitArmedAt(self: State) ?i64 {
0	fn	escapeClearArmedAt	02	src/core/input/gesture_state.zig:22	escapeClearArmedAt accessor	always-was	pub fn escapeClearArmedAt(self: State) ?i64 {
0	fn	composeApiKeyPickerRow	03	src/ui/footer/picker_presentation.zig:455	composeApiKeyPickerRow entire function	deleted-product	fn composeApiKeyPickerRow(
0	field	manual_code_visible	03	src/ui/footer/picker_presentation.zig:332	composeSignInPickerRow manual_code_visible parameter	deleted-product	manual_code_visible: bool,
0	field	manual_code_mask_count	03	src/ui/footer/picker_presentation.zig:333	composeSignInPickerRow manual_code_mask_count parameter	deleted-product	manual_code_mask_count: usize,
0	field	manual_code_visible	03	src/ui/footer/picker_presentation.zig:223	signInProjectedRowIndex manual_code_visible parameter	deleted-product	manual_code_visible: bool,
0	fn	appendSingleLinePrefixBiasedEllipsized	03	src/ui/footer/row_text.zig:68	appendSingleLinePrefixBiasedEllipsized function	always-was	pub fn appendSingleLinePrefixBiasedEllipsized(alloc: Allocator, out: *
0	enumvar	provider_command	03	src/core/cli/cli_surface.zig:558	ProviderActivationCaller.provider_command variant	deleted-product	provider_command,
0	field	raw_args	03	src/core/cli/cli_surface.zig:1857	runPermissionsRuleRemove raw_args parameter	always-was	raw_args: []const [:0]const u8,
0	fn	redactedJsonPreview	04	src/core/shared/debug_trace.zig:214	redactedJsonPreview and JsonKeyPolicy.preserve branch	always-was	pub fn redactedJsonPreview(alloc: Allocator, text: []const u8) ![]u8 {
0	fn	formatSchemaDiagnostic	04	src/core/shared/gateway_error_format.zig:9	formatSchemaDiagnostic function	always-was	pub fn formatSchemaDiagnostic(alloc: Allocator, detail: []const u8) !?
0	fn	formatMarkedLine	04	src/core/shared/gateway_error_format.zig:147	formatMarkedLine function	always-was	pub fn formatMarkedLine(alloc: Allocator, marker_prefix: []const u8, m
0	fn	initWithToolChoice	04	src/core/shared/message.zig:133	Request.initWithToolChoice method	always-was	pub fn initWithToolChoice(messages: []const Message, tool_choice: type
0	fn	parseReadOutcome	04	src/core/mcp/features/resources.zig:368	parseReadOutcome test-only wrapper function	always-was	fn parseReadOutcome(alloc: Allocator, response: []const u8, protocol: 
0	fn	syncChoicesFrom	05	src/core/agent/question_prompt.zig:197	syncChoicesFrom	deleted-product	pub fn syncChoicesFrom(
0	field	append_freeform	05	src/core/agent/question_prompt.zig:209	append_freeform false-path parameter	deleted-product	append_freeform: bool,
